;EFECTIVO;INVENTARIO;EQ_OFICINA;EQ_TRANSPORTE;TERRENOS_Y_CONSTRUCCIONES;CONTRIBUCIONES_X_PAGAR;ANTICIPOS_CTE;CAP_SOCIAL;UTILIDADES_ACUMULADAS;UTILIDAD_O_PERDIDA;TOTAL_VENTAS;TOTAL_COMPRAS;UTILIDAD_BRUTA;TOTAL_GASTOS;OBJETIVO
8037;3124691974;1988165659;5210913585;3035523012;-9183851,01;1515141904;8681896749;7272034365;3974546142;-8012347858;5606245127;3,42218E+16;3137129557;9792460801;1
8038;0;0;5272091987;1830656561;-13347552,76;1036854482;8781632786;1057572426;5,89626E+15;8,88426E+15;0;32217466,49;19640173,72;13259053,95;1
8039;2236477236;2190559874;1339805625;6,04403E+16;7486141493;4099424273;4146153415;1276391175;-10439978,51;0;1,79903E+16;2944931887;1528401927;0;1
8040;2343535525;3,79364E+16;1,32183E+16;4842560839;8,23409E+15;1143198249;8652833732;3607483311;-19610022,73;0;7160191025;12947891,85;14185925,01;9266126,3;1
8041;436925766;7003265291;1939285044;1140435828;3230864,23;129547,46;5,91233E+15;3618134787;894859632;-4603579937;65074353,8;219998434,3;19674329,81;0;1
8042;102008,34;2,87915E+16;2191328352;2295978045;6,52199E+16;4507695069;2,06816E+16;1125224136;0;-2590033,78;109168046,6;0;10069379,31;6639675041;1
8043;1045941527;1443964845;0;1073459746;0;0;2768994351;1311042329;10015906,99;-2072996767;62414263,31;40736693,97;12148744,2;11802420,1;1
8044;7161755081;6,25834E+15;1564288396;0;3,74938E+16;6944876765;2158659508;7,70547E+15;5279405244;0;0;16102949,98;18617022,34;19446040,85;1
8045;1292511142;28503447,16;4926720883;2166995571;5329168027;9565820275;7633320972;10218382,62;8267000198;-4945996077;95848040,04;0;10734174,14;13294048,35;1
8046;2,99184E+16;10810648,57;2032048,27;5223942338;-11486303,41;4608892907;5,2691E+15;0;27597905,57;-3542821586;0;540428266,3;30092986,73;0;1
8047;1617069285;3,79272E+16;4703971587;9,90016E+15;0;3128541833;5555636564;0;3,76331E+16;-7955514679;72643536,32;73577876,94;15655673,82;22828725,36;1
8048;0;4022280809;1529523075;4985292389;-13069646,3;1063713744;0;4698030575;8661875228;9439536233;27368321,12;4059649356;3234850748;7587388029;1
8049;3819944698;729536378;3,2844E+16;6645984406;5464158997;1,65823E+16;8071354197;4954430281;-7599501,43;9,63255E+15;0;3928087127;2488427603;8211865842;1
8050;0;1160782383;1424462755;1871211502;-8766225933;6,70963E+15;6,22156E+16;9120479194;7188759073;-3665936532;30031365,89;1200706675;4199218512;7867511684;1
8051;3060846758;6504314122;1769265711;6924927003;6,55166E+16;1448437938;2819291314;0;-3199832187;-6,22786E+15;25139467,41;88859892,76;3,59825E+16;0;1
8052;1150185377;24693321,23;2162392301;1538491093;2,03562E+16;7643332143;0;0;15515921,92;-3592800861;256324778,2;183728891,6;38099549,73;32063166,02;1
8053;4107273888;5305655914;3865191,31;0;7106986733;2,25833E+16;4239197932;0;-6145194822;0;34959382,22;29340693,58;2101829935;1,451E+16;1
8054;1015594,19;0;9669777715;5197997488;2019758344;5591374522;2222908669;2711021028;11502602,79;-4679934518;105537605,7;102780491,7;22451652,7;0;1
8055;1370289968;54976993,73;7749094499;0;8743477,6;7357702828;1,80752E+16;5377121582;6049583502;-6,57096E+15;79193108,51;105618725,7;0;30913800,98;1
8056;5244303415;5923929355;0;3610112986;-7,68313E+15;134864413;2672650006;1639270343;8964586342;-7359689701;89890820,16;52865997,5;13230089,67;7,40584E+15;1
8057;2,90586E+16;0;2388751637;6602529226;1,80152E+16;7225475968;1,53845E+16;0;3506756,77;-1266840955;92419424,82;65063508,26;27305061,79;0;1
8058;3719891849;4715395091;1630958909;1660782189;3225787,7;1,36454E+16;5618180699;8541600116;10777210,75;-1,9906E+16;0;27449352,41;7544204,19;9166744252;1
8059;4092991154;10023689,63;1921877121;3379838705;9247824477;1726826433;1,6838E+16;2382734,33;0;-2230891565;100562966,5;37375238,25;26226560,48;18146206,86;1
8060;18591971,36;11595732,26;4331430069;3,36406E+16;0;6340452381;6,19955E+15;0;0;4844422366;180771225,2;328890100,8;56340134,66;0;1
8061;1299039077;21792451,81;3,65338E+16;873131171;4,54702E+16;3622341961;4360214258;1169551459;9,87788E+15;-4,89696E+15;110742707,1;0;12220826,74;17233141,79;1
8062;0;12210784,86;2,84365E+16;2733534557;-2,44515E+16;4089517752;6558036573;1,04307E+16;16524885,64;-2432055103;236709146,2;105039571,9;20063646,44;15016010,07;1
8063;6529321879;5486117738;2890366115;7,76586E+15;2162025,31;9,84603E+15;469984961;1495885226;8,28433E+15;0;50898827,7;0;4112965923;0;1
8064;2482574263;2890406,43;0;1527912554;2544540387;2109994963;2313931754;3,09335E+16;-2007011524;-3750646895;12267643,62;0;10860164,35;7545288156;1
8065;6,4232E+16;1526229344;4785929693;2,24213E+16;7935956248;3566432517;2556578011;3306932593;0;-9198666291;18359117,71;33245547,07;3998187622;6,18837E+15;1
8066;1464651676;7585653345;6632338046;4,11031E+16;6966486119;4718103829;9,8559E+15;0;-6132655715;-5,52295E+16;0;10221816,47;2,1075E+16;474111,92;1
8067;1238069283;1361923656;1570519148;5056443865;5,38421E+15;1945330189;2288104238;21331897,41;-24861752,1;8534510334;5925136302;4,05791E+16;2667613204;11001276,2;1
8068;0;0;6197670645;2270748538;-6711723496;2254801099;5456119881;1,20736E+16;6179805253;0;81896722,76;92941592,75;25492647,37;0;1
8069;1941528025;1129413765;0;0;-4275900054;2828238779;163446,46;4,65506E+16;0;-1606688986;33093418,44;22348678,45;8836240678;9950877,48;1
8070;2726172496;1,01235E+16;632736823;0;6353974902;3,3916E+16;7348899992;9808717993;8192659238;0;79837884,73;10059993,52;2,54321E+16;3,702E+16;1
8071;4757954455;1,22623E+16;2319411964;6177724535;7215556321;0;6787686689;741397642;-11912655,09;5377804957;18733719,18;6324134748;4711970,54;6754911,49;1
8072;1053201775;7892995848;3942358784;6759274751;5762194334;216195,52;1543368089;3523728085;0;-1108961642;25108569,55;5184879539;0;0;1
8073;0;7276252579;3941777854;1,67316E+16;-6329363544;8844275394;5111297727;1464811775;21795866,59;0;148514646,8;424714838,2;19969380,8;21724545,54;0
8074;26050741,77;0;0;7685463288;-7769182754;4637545695;8557195389;9482293661;5893640488;884192168;370836348,9;325477787,5;52812581,68;35653123,02;1
8075;860657906;0;8086431952;6297029787;6128876927;59087892;0;1728038865;-20763138,93;-1,00324E+16;1196654986;1,80912E+16;2529897636;0;1
8076;10781621,75;1,73234E+16;4528773577;7966755362;-12819077,47;6831498461;2449471598;0;7778165876;0;0;23773696,51;10142562,73;13189691,01;1
8077;1,14538E+16;24267926,15;3526555755;1090284039;0;4293433071;0;6327174489;0;-3133329,94;168010343,1;0;28338194,97;23178258,54;1
8078;3001041642;6170522;3660598262;9,67432E+15;-12124368,83;1999376635;5065557373;1017133095;5791387459;4045670519;1544034104;4,26737E+15;5245075325;0;1
8079;8349477445;0;796325054;7430141595;5080727518;3492031539;2519418125;3185116939;-4,94513E+16;-3772282518;55398433,65;45385996,95;21320134,4;24284050,85;1
8080;3558304445;2,08454E+16;0;8458439533;-5470574,39;3205622645;1152714898;0;15096127,36;0;42927625,3;55107882,98;3106274617;5890117804;0
8081;2057937205;15911501,04;3553339354;6302902486;7052189042;3724063311;2247275694;1295775087;8960635264;-4538683478;89377740,99;30165056,3;6,72869E+15;8185968795;1
8082;1407470705;10691031,92;2022005213;0;0;2420317365;1126554916;2,16256E+16;-10130579,21;-5486093545;6,61183E+15;42617920,12;3346581,87;0;1
8083;5124386183;0;7944501377;0;7303244998;0;1172598865;4666129705;8656241,74;0;0;190913667,5;26932125,88;30743126,1;1
8084;1,2302E+16;13008260,85;1232913813;1064607088;4542753137;1006484057;9143031174;6299925917;0;-3524806834;154848260,8;55415455,89;14031404,47;12622549,49;1
8085;2814406702;17521902,71;1752146121;9512262862;0;0;6803455258;17629367,83;-7881441958;-5447262752;43311405,57;0;26085142,48;27773766,33;1
8086;2037134738;35758308,81;2878174112;4098948768;8451337696;3983948724;2699978482;4386844471;6036108,52;0;116779316,9;0;0;16785337,8;1
8087;4292854,35;0;1661840471;2314181437;5,40323E+15;3304285424;1610803416;9372857926;5497234917;1063478929;317238549,6;33623161,48;55542534,65;54259914,83;1
8088;4608537355;3284210009;9342924232;3569592919;0;2693814603;1123135665;1254667584;-4550641348;-1058051435;5,75405E+15;9647864112;2967910955;3,092E+16;1
8089;2050861181;4439041803;6525227627;8702107491;-4921259665;3045097821;2269139185;4131876684;3,16195E+16;-1048337843;51937140,36;10585552,32;6419973374;3,58478E+16;1
8090;6700143636;78190249,74;1861423153;2066794481;8997740152;1055200617;1056486535;6,25661E+15;-17244842,68;-6,81803E+15;9148595366;67382502,79;13565377,68;13246807,14;1
8091;2228888977;25958153,52;4866136817;1,88084E+16;7,59774E+15;1725289988;3112948979;1863938874;11332178,08;-3792884,45;189170797,4;0;10176767,88;15180158,08;1
8092;6616148938;145802859;3304337062;0;-4414216887;1896658857;167348874;0;-19296399,66;1207794,22;7339739707;1983484745;9643127258;4977363547;1
8093;1,70538E+16;20444844,32;3561248722;2071714499;0;1839011302;6,39312E+15;0;21833229,33;-1467992419;307694376,5;122480888,3;50124817,13;34592121,51;1
8094;9106303518;1698663,29;6215651,62;1733766,86;2134373,11;5970965202;9772753557;6117076116;0;-9917568613;18512717,64;117032484,6;14415381,34;20127417,67;1
8095;13459648,33;44015185,39;1053412775;1063271469;-3408134,31;1598421247;9087889949;10215222,96;16965632,85;-2,44197E+16;293124131,8;134896068,8;31875421,35;31785077,69;1
8096;2456543575;0;3,13559E+16;3144009,08;-5,80912E+15;2679955443;6849021916;7,23639E+15;17258939,93;-2774213857;312191618,5;149909680,8;37271159,88;41117500,72;1
8097;4812639214;16522726,48;1758103973;3541515242;4729042381;2452535234;2495929789;7928113524;5646678259;-1,95661E+16;75862228,99;41275496,23;21992559,17;21968219,03;1
8098;8923014287;3808973594;4529761221;1813374457;-5305557303;1256116145;1504490343;7925083585;3,69905E+16;0;62797129,35;27687942,51;20242511,5;14072638,56;1
8099;2040422,84;37505710,34;0;4957563607;6525318323;6632204621;9890062476;18323381,52;14442846,66;-6,01487E+16;141550904;214019883,1;34744450,94;48300885,62;1
8100;11863820,48;16638589,33;9242409185;1,85997E+16;-4,19158E+16;2119639747;19168334,22;20748436,07;9984316226;-4762345701;130894618,1;328431261,4;12027855,33;21410858,39;1
8101;4,20322E+16;2356943735;1078013857;6603721594;6,72803E+15;3026968453;3658435595;1861798717;7,78518E+15;0;50690043,14;1,56702E+16;6790479,53;6213315395;1
8102;9457786824;1772948487;8563105576;1705324814;0;1313942818;2,7773E+16;1836499496;9533875565;0;12664555,79;5903746,41;973875204;0;1
8103;5535998832;5214330,91;3604783258;1258046767;-2,77534E+16;6671880935;0;20566022,74;-8,58347E+15;8625442821;33303036,9;44148537,51;0;0;1
8104;0;8,43405E+15;3103372578;5911169898;0;2123873831;0;2339072,45;6796329836;8046877034;0;6,78416E+15;0;10222069,73;1
8105;5976174819;4118798568;2183125613;0;8350374043;4398249948;1215692326;5932807543;3801829375;5204594199;0;5,83383E+15;20912153,2;14134640,51;1
8106;2189801824;46614636,99;3496207331;1017245242;7259766096;3352279918;2068797759;1268892289;16745483,19;-4674250911;152346984,5;13276041,35;10041417,83;10880401,58;1
8107;468743365;8132855854;0;1679791341;0;0;9963370889;1,54527E+16;5641020698;-3994864596;44300326,02;33030542,11;7829767411;11947610,8;1
8108;3319779777;9164480686;14622110,44;2299312255;0;8644102085;1126288398;5610191829;4559777405;-3237505189;130309929,2;132209514,6;30467413,23;43762252,18;1
8109;536927483;1204471398;2059511602;7061314594;-7,61433E+15;0;4,23707E+15;4079964737;7338584006;-6760691278;26667120,55;88447285,26;9955958428;0;0
8110;0;15680451,52;5421908753;2654363004;1128847479;475511959;2424595319;9516477781;3451344,37;1,06502E+16;217923458,5;0;51690720,69;53559988,96;1
8111;0;11490094,28;1775386935;4123132213;5467289587;5866602872;4,04009E+16;4752203247;19725645,75;-6,29613E+15;122390701,7;35214705,39;11506170,18;10314385,11;1
8112;1499767445;1486720744;8822208685;4,02051E+16;-1646514795;4707969732;2439467134;8428266643;12473722,06;0;0;2555353273;1,48514E+16;4893831149;1
8113;2068091054;7,28978E+15;547731826;0;5,66496E+15;2756627296;5172118407;5774488,54;2311516775;-1180227764;95283041,24;0;33925044,43;31461356,68;1
8114;3926422797;21829809,72;1259757836;9,94649E+15;0;1052720854;5817132384;4534255882;11090749,75;-3215077595;0;33579183,68;14312249,3;12724606,4;1
8115;3970855666;0;2205791216;0;0;5239762631;8101240129;4955016838;7093716964;-6221078751;171149093,1;483843757,6;13251096,62;18391218,56;1
8116;129782638;15574597,93;5432479701;3556000067;8942372629;5701844815;0;2231502024;-1,44477E+16;-3277543172;55595371,83;4289849427;2049353525;4164785775;1
8117;3428197886;14357492,92;1,89154E+16;1,51101E+16;7,89437E+15;449046941;1914609769;3632744976;-9377116339;-3,25394E+16;37919669,82;88730295,38;0;0;1
8118;7665720461;19849858,13;6274027353;0;-1175502876;1759532856;6754689711;168419705;25869959,48;-5,86506E+15;280930335,2;127329853,5;6,42519E+16;0;1
8119;203404549;10716901,45;1234067378;1,01102E+16;3995693998;5904941175;5536561208;2534707346;15692050,91;-4019964434;143667174,4;65840174,34;26324992,86;15038118,68;1
8120;1461174354;25261946,1;3891656293;1,22736E+16;1164123857;1939968,07;0;15011273,16;12966787,37;3282893697;215012591,4;70991314,08;66891022,06;39595364,75;1
8121;3444560075;6626776706;1073010785;1614540,43;5262605456;9162095946;0;1265292706;-2305381577;-1917794291;58426098,01;30510872,89;1600268015;5459483535;1
8122;3430340327;71539812,12;6006537504;0;3744348635;1026313,45;14596134,27;5132819165;0;-7343642113;451289366,4;1540616095;44262655,56;42946432,39;1
8123;8017474906;39277996,02;14154147,44;2091754417;1558257114;1413029,66;6,56862E+15;8424871236;0;0;261381605,9;501751625,6;0;53964436,59;1
8124;5263845269;14054563,65;1257163982;721833785;3047058671;1873246289;1,8411E+16;2554302732;16995121,96;-3,54538E+16;154559890,5;32901519,38;0;16899968,15;1
8125;2246117298;26424593,15;9063195554;8,46308E+15;6212145876;0;8967543706;17884208,99;12274667,96;-5806461637;0;95963808,43;20467175,99;24757419,42;1
8126;0;3994883591;5209354517;872792545;7160383668;2136028734;0;1817068281;-3095088058;1402363025;0;16098074,94;21516195,57;15460659,47;1
8127;4011590,97;3032850539;8,10067E+15;2227272168;-13132339,6;5163422921;9058701963;1220580875;10255365,53;-1,3861E+16;53965004,01;259714177;0;0;1
8128;1183540597;35013023,66;0;1691813664;4186047417;7252052295;1447976,5;8053093994;13801695,65;1294045437;351175100;57716348,54;47206892,45;42353329,5;1
8129;4453250475;17350291,22;936205327;5471610326;-7155653891;5570333922;2575568247;4427734402;15913815,1;-9677441788;451171809,1;571515976,3;63305699,13;43122697,93;1
8130;2660590167;4986179679;7472242843;5532378368;3,72971E+16;3094598862;4527321536;1048279766;6372235194;0;29764388,16;48828715,88;2,40627E+16;0;1
8131;1,01866E+16;3613517311;1568534304;3886187901;0;0;2544036368;6030093878;8728746,42;0;189106709,4;71465192,9;25229649,49;25413268,05;1
8132;2370649272;41881714,77;1173853392;4486382152;8,53387E+15;7711130725;1059160867;0;9,50522E+15;-2282908476;0;32226073,04;40372859,73;36126772,39;1
8133;1076659611;2337086807;0;4769560342;3153038684;6,95761E+15;0;1680897121;-18034681,22;9079227254;1813691206;2241161274;1,54209E+16;7032466119;1
8134;572249054;10494139,55;0;1488308282;-1853784,38;8616056943;7049575423;2451240,69;17841446,2;-1483008,19;113101761,8;0;33196051,33;0;1
8135;5642963272;42504880,24;2393517991;8,34852E+15;6,94213E+15;4828660188;5,1667E+16;17435920,53;0;-5459480342;16897121,98;20492341,01;16646715,24;14681746,33;1
8136;1027821941;0;1312345972;0;0;6465013695;8391811803;335452,96;25883026,82;0;206639142,9;33594866,73;19144454,25;10360750,95;1
8137;2,90692E+16;0;4656842577;0;-7201509885;1646601302;2647467429;1372354,47;-6,77879E+15;1144124,98;28993257,99;6,61617E+15;10529659,99;12104812,35;1
8138;6264374885;17906793,76;8418163831;0;5834459,97;0;1498945715;9370462469;6,11312E+15;-6081086307;132896915,6;139106774,7;17121837,48;29140705,62;1
8139;0;8627116674;0;5809130129;6,73752E+15;1083660275;0;1544105639;-2702664745;-2,95543E+16;72174719,41;27827079,11;27728248,63;36403016,74;1
8140;3627647369;22287243,1;6,46961E+16;3135005854;0;8472916053;12023201,86;0;33051773,57;-6661623399;514011073,9;1067989863;33104334,71;34528120,89;1
8141;0;2,64446E+16;9,13052E+15;0;2612246559;1235107132;3155259363;0;-17281647,39;1195612447;1781558674;1460614,08;8503619964;7757997,16;1
8142;0;14715962,77;1741449494;0;6393627629;1509152479;3178573526;1,28666E+16;1614654594;-5396099529;33542994,11;25462925;3985918474;4171030856;1
8143;0;3704807,53;6339360252;4,58499E+15;0;239927712;1436465499;8675646294;-9583948635;1107079075;55756631,88;0;30730887,96;35765982,56;1
8144;3727397837;1765999561;0;0;5,59735E+16;4358235442;1065918914;3651863064;1074426893;0;0;14992139,86;1420264,8;0;1
8145;1719634,03;8646094176;6418068765;1,09991E+16;-6905926001;1,36815E+16;11695653,97;4400877801;20743750,79;-5894331674;126139487,4;108639656,5;4873413,38;6073384569;0
8146;6417646101;6016717882;5,5433E+16;1124483003;-8797702,09;6449603256;4928369722;753814429;8,00262E+15;0;76897143,7;10172572,52;0;0;1
8147;9672356993;153688102;0;1218781947;-11233123,61;9,32736E+15;2354138387;175733,52;1,81993E+16;3877089938;18053092,76;8123035845;0;4025692,9;1
8148;5142477906;1659671244;4042347311;9460771396;6,8288E+15;1413178266;3034599888;3172168507;0;-6056259579;35034659,5;67819219,25;0;9267773672;1
8149;6442988409;4421448673;1,884E+16;1216924493;0;3533260313;2485236,99;1,93617E+16;1,35504E+16;-3797943117;51701792,59;79139097,88;8376320056;9214200391;1
8150;4224745712;9,29882E+15;1056100629;4,50405E+16;6138650524;2311619523;1899168053;0;-3,75635E+16;-4357693045;30621671,22;83157358,9;13278329,41;15290478,89;1
8151;3540074091;8348169167;200565931;2312093793;-3,71679E+16;9502687133;1253154219;3924222599;-3,20016E+16;-2487956275;7099174153;5320012123;4015224935;4266451553;1
8152;7593672834;81413914,88;3932919314;1,29036E+16;5393259159;0;18670301,5;6490801839;27027228,47;-8,49306E+15;405225395,7;530717746,1;12747645,35;11688040,62;1
8153;5,62375E+15;0;0;1674598983;7705041964;2087158988;2074706169;7017008456;0;0;5081327275;2650661894;2237439123;2,0651E+16;1
8154;1259674106;12282458,61;188591956;5446078702;7,89114E+15;2621904073;0;0;0;8969228579;20237729,15;3861977695;19392148,81;24988554,11;1
8155;2974997091;11677448,23;1,18025E+16;0;2971392561;2360464235;0;3,54034E+16;0;-4118867047;0;0;12278812,59;28631811,23;1
8156;4976663537;37694768,47;1453000586;2191765973;0;5923670954;4308783879;4697757412;19211494,96;-8171593057;432790864,9;216251126,9;68200897,95;50232891,54;1
8157;1809640911;3,60596E+16;1010102234;4057629324;0;1113213488;2,81171E+16;2498678522;-7669100664;5835019062;30195924,05;7146698726;9234921261;15122741,74;1
8158;1223801234;14172834,55;0;9395444795;8,46437E+15;2774068494;5994440772;7198372579;-5118282638;-4180606647;11478789,05;7247068405;4413928245;11396561,61;1
8159;7859185328;0;2063193831;0;3528019602;1119258525;1218589,7;443865015;0;0;0;0;20025591,93;17168163,44;1
8160;2116308281;190524861;4266248433;0;-3,82054E+16;6342047885;3124098861;7301292217;4236527203;9840663799;41316249,74;7336403094;3311391903;0;1
8161;5618654195;0;4,23066E+15;1,78425E+16;8056147259;9534580261;0;5060033563;2374074673;-5555637,75;0;582025407,8;33556672,4;34767052,9;1
8162;1635853494;6811763602;9,39898E+15;5241659661;-3,31471E+16;6010483037;4882526538;412416487;0;-3011558883;3718437168;10556016,6;8120949511;12212273,92;1
8163;4441938007;2588374,6;5081487184;9885227855;0;1680880171;1054970765;1974244477;0;0;15755682,58;47399058,86;0;0;1
8164;5,64182E+16;1,46787E+16;1122725366;1350512499;2,77045E+16;8,32813E+15;1823280427;1344496493;-9,10604E+15;1,01069E+16;3404221,21;0;5244056,38;1894034449;1
8165;0;5472219311;2758304952;2555620851;-9714169922;1711766833;1505203,16;2867448247;-8032247018;9050145488;69345543,67;32785194,99;0;14151888,07;1
8166;0;1228866125;445805948;190285758;1401448562;7440099333;2750818209;3168463538;1,18744E+16;0;21384731,17;0;7850055866;10272670,94;1
8167;8509686245;2961018186;1778512774;4131018144;2719662,3;8527685282;4175968612;2566747274;-2917424355;-4767359,91;8997881254;60208317,94;5742525972;9999081641;1
8168;1345335166;0;1,35383E+16;1173399148;-9857945719;0;2,1935E+16;4219029561;17806900,49;-2420212548;129032895,5;0;8702045,9;7157998903;1
8169;1103703113;4,85212E+15;0;3572159891;-1454211833;0;2315370175;6146897501;8113544903;-3855835845;56061851,65;97007964,5;20955217,23;26566624,82;0
8170;3634335331;29506630,72;1318879465;4000786683;5990262011;0;6366634096;7448845011;20447473,06;-7397516002;209102955,5;60354670,82;10932741,41;0;1
8171;2234962914;5,67432E+15;3,81169E+16;1,82703E+16;-5767477286;1133010436;1850374,72;2240358236;0;-3337027,94;95089664,4;0;22890853,2;21079077,72;0
8172;3716269264;25230613,26;0;5930840887;0;2,09557E+16;11890702,5;9,91737E+15;15657655,37;-7542820123;171230320,2;0;19085467,46;0;1
8173;1293245506;0;1148518686;7165062102;2658771575;1534069062;2674675685;1,16102E+16;0;-2856360788;205527245,7;23743635,65;0;16683527,54;1
8174;1843875505;43500441,29;7479486322;2883459,57;5,98718E+16;539252665;7965157833;0;4651321313;-3347687713;176730120,9;443305843,4;25786228,83;0;1
8175;9986156477;0;3466465144;7183857456;-4756397,18;7340737255;4,02478E+16;3,44256E+16;16693170,37;0;99615105,41;12373859,36;6842812544;0;1
8176;1760052616;43813710,15;8,29854E+15;1021052903;8,66017E+15;5,21371E+16;0;3,99855E+16;-10256272,95;-9678717795;43268076,08;7542137497;11507809,48;9402909357;1
8177;4335284942;10133741,75;7309865797;5903075046;3613807345;0;0;6747984137;0;-4151691277;0;37290822,55;0;9050170352;1
8178;3,98706E+16;58471211,29;7360675095;4127247726;6837545376;1429468892;11225566,84;9665234,38;4823799507;0;130492887,4;221739640,3;31499540,15;30420597,58;1
8179;0;2011189034;4,82535E+16;0;-6722077222;1466706512;5940855195;1066365737;6485617825;0;15504361,73;0;5011884829;1623289486;1
8180;1445936523;5,19862E+15;3697345799;341990945;6806314375;2711790594;1,44732E+16;3,76345E+16;-5840806951;0;9096008,17;34670649,75;5057688968;0;1
8181;7972162693;0;2522526613;7219938864;0;1,63712E+16;0;9917129327;0;-4528252794;0;80073402;10958972,64;9636439075;0
8182;6264437417;0;0;2120359255;0;1629860562;32984044,51;9,84192E+15;19958588,24;-5451826,07;262876749,2;0;35204362,94;16427272,57;1
8183;6488255832;12714597,1;7188384573;1973405,6;0;3831293102;2026225,46;1390156844;15522221,76;-3,45763E+16;175275179,8;252011905,2;26863963,18;24389409,13;0
8184;3368847381;3345529742;5368016789;2411322521;5094421035;0;6,59921E+15;154462909;-12467681,66;-4499772,45;0;0;9,98581E+15;5476071976;1
8185;9156080106;1270730,83;1561425734;1988302407;7422834515;0;3512334035;0;8596837424;-2,72925E+16;82250515,71;44638708,74;4647732822;0;1
8186;3307865,13;2017155,15;2266782478;6397042,98;-6554683172;8253783111;961598463;1513091638;3,54583E+16;0;199358801,8;83641246,63;17119272,66;22123657,36;1
8187;1998103,61;3241200,43;1021841954;2,95109E+16;-3,49461E+16;2225347683;4813979353;3,28068E+16;4,04082E+16;9869835838;143063057,4;38826841,28;23157270,13;27116684,56;1
8188;4754128123;5,40892E+15;7,3224E+16;3384497674;7,55414E+15;0;2307200847;3136856369;-7,59217E+15;-8713232873;11373292,74;3,40272E+16;5493251475;4,49267E+16;1
8189;4395344022;5087211799;7512890393;4075968019;-13095550,02;0;4,21791E+15;6325756551;6976482347;-4,07509E+16;19058098,89;98650635,25;3235165936;8170925302;0
8190;0;22584004,54;1424887674;2743407743;7211196,81;7,1861E+15;0;8407874478;-7720135,03;0;42527765,4;21596102,21;20498254,83;0;1
8191;4883925663;0;5834763007;2143123088;5152982773;0;0;7,15243E+15;1,22849E+16;-1623577924;163959281,8;267429919,9;38869026,78;42220385,93;1
8192;3257353219;40296139,85;1701274385;1114081389;4700264777;3863480466;0;1849365705;20871901,84;-5832024961;253795753,9;184400352,2;22433140,4;20410012,9;1
8193;2082694,33;13259131,92;3511401993;1,0298E+16;2,79409E+16;0;4638999307;15168441,37;-10323445,26;0;0;68884819,22;0;0;1
8194;6865964681;48625464,4;0;1311719617;6510862,91;9222184514;6405663256;6944201988;15989170,75;0;273727580,8;224616107,3;0;35664284,19;1
8195;1544286595;10581775,8;5,93646E+15;9721394453;1030515108;7543400681;2,98627E+16;2150256413;12992436,69;0;135130780;68258239,84;18157719,57;23181158,17;0
8196;4400707372;6034024011;1510198975;8670607521;0;0;5935889346;2,43523E+16;0;-1294225757;57942388,12;61888865,31;18183916,87;14770829,11;1
8197;4028208095;0;1029662183;2,30133E+16;1808057811;8355781824;1057139033;4,0357E+16;12235550,81;-8054468261;248850591,5;57986103,55;22757686,44;15875884,45;1
8198;3042923219;9,09125E+15;0;2621132761;0;175549401;1,89958E+16;4245011595;14501051,24;-1,67088E+16;198949118;0;18632962,32;11097948,42;1
8199;2489855399;9823397525;1910939566;6613804829;5,71407E+15;3491063656;0;1132431223;-4,13861E+16;1196351366;20214207,38;2048075991;21245713,08;20860510,41;1
8200;4005022604;28934343,51;0;8011664481;0;0;16219345,92;4576099299;13175901,89;-6,71817E+15;152207393,9;0;0;15727400,07;1
8201;0;22304026,29;5,55573E+16;2158378376;8,76335E+15;6,21555E+16;3050827266;0;0;-1534787083;37234133,53;4,04482E+16;2782836204;3153498008;1
8202;387716128;1086628416;2063900896;1471098259;7834171725;6811715476;0;1501852729;-9090137202;0;8777106861;2801608835;3631324877;2,76713E+16;1
8203;3589897807;2192219083;5711883163;8190800665;3550349131;1231480713;6669027734;6352994689;-8802272112;-855314709;5138955103;3103866,87;0;6120929,15;1
8204;8817021182;0;45580559,16;2633845601;-13888520,7;1,02238E+16;20555837,82;9,96327E+15;33500288,29;-7,74379E+15;0;0;9073732,23;0;0
8205;3136911654;67179324,61;3134629565;5753592495;8435056101;0;3,03727E+16;3,31327E+16;13875829,99;-6931612,94;251216970,8;105464437,2;13372712,79;22850577,13;1
8206;0;3559334764;6445861734;4986056189;4528117,01;3025179013;1454942489;5038002,92;0;-3116031247;3,23932E+16;7650124667;0;2431747603;1
8207;1958095625;0;8040671359;4292600374;-8198484,2;3172509806;1771111044;2754777657;4453895352;-1130213675;13919457,92;30647891,63;8185596,18;14439647,5;1
8208;2480127057;0;1,46617E+16;805082057;0;4,28721E+15;2976327,29;31532149,16;0;3099687233;185408928,2;255265264,7;143898480,3;93661105,24;1
8209;6590648032;1021305923;1,20839E+16;3661961628;-4780912145;9867403911;1110601235;0;3847190066;-2679638748;0;0;17457112,99;0;1
8210;5962924823;7907442403;3977720217;1,5653E+16;0;9475001672;2038579431;2142043293;-8,75487E+15;0;3997369462;4337439921;4,65619E+15;4156556607;1
8211;6517119568;34094943,34;18744306,96;5319158,88;1078964255;0;19469991,69;3666161659;15596047,86;-2342619786;0;312715556,6;47188499,65;27343048,46;1
8212;3665833747;36131150,8;1075195864;1,43295E+16;2963946,22;7273978538;4573679089;1444405377;30786614,53;-7109350,51;321989802,4;295169054,9;24263262,85;22038530,75;1
